Area_log,Room,Parking,Warehouse,Elevator,Address,Price_log
4.465908118654584,2,True,True,True,Saadat Abad,12.23886732318009
4.330733340286331,2,True,True,True,East Ferdows Boulevard,11.2687412277815
4.07753744390572,1,True,True,True,East Ferdows Boulevard,11.029515085530264
4.836281906951478,2,True,True,True,Shahrake Gharb,13.482367511434756
4.418840607796598,2,True,True,True,Qazvin Imamzadeh Hassan,11.048787320089104
4.07753744390572,2,True,True,True,Shahran,11.202784127483124
4.624972813284271,2,True,True,True,Beryanak,11.257185501294686
4.51085950651685,2,True,True,True,Niavaran,12.331240214944971
5.198497031265826,3,True,True,True,Farmanieh,13.444448325847754
4.890349128221754,3,True,True,True,Gheitarieh,12.246899424038986
4.406719247264253,2,True,True,True,Valiasr,11.036517370851499
5.0369526024136295,3,True,True,True,Pasdaran,12.979264833761011
5.117993812416755,3,True,True,True,Qalandari,12.940044228607475
5.303304908059076,3,True,True,True,Pasdaran,13.247528290945002
4.736198448394496,2,True,True,True,Pasdaran,12.554382857439261
4.61512051684126,2,True,True,True,Valiasr,11.24723538610811
4.394449154672439,2,True,True,True,Central Janatabad,11.623282507173355
4.343805421853684,2,True,True,True,Jeyhoon,11.107475406748813
4.859812404361672,3,True,True,True,Punak,12.154784614286667
5.351858133476067,3,True,True,True,Shahrake Gharb,13.710151153416941
4.948759890378168,2,True,True,True,Shahrake Gharb,12.948012371209098
4.31748811353631,2,True,True,True,Amir Bahador,10.94613477386656
4.330733340286331,1,True,True,True,Central Janatabad,11.51293546492023
4.795790545596741,2,True,True,True,Pasdaran,12.429220196836383
4.795790545596741,2,True,True,True,Pasdaran,12.429220196836383
4.454347296253507,2,True,True,True,Ekhtiarieh,12.0237571087181
4.663439094112067,2,True,True,True,Pardis,10.057680945736871
5.170483995038151,3,True,True,True,Farmanieh,13.161586013632684
5.14166355650266,3,True,True,True,Farmanieh,13.145430611245454
4.07753744390572,1,True,True,True,Ekbatan,11.447508371334175
4.330733340286331,2,True,True,True,Parand,9.485519861849484
5.081404364984463,3,True,True,True,Gheitarieh,13.129009900253488
4.143134726391533,1,True,True,True,Shahran,11.029515085530264
4.543294782270004,2,True,True,True,Rudhen,10.785897353211654
4.330733340286331,2,True,True,True,Islamshahr,10.078882257321451
4.465908118654584,2,True,True,False,Islamshahr,10.596659732783579
4.795790545596741,2,True,True,True,Southern Program Organization,11.863589378812122
4.564348191467836,2,True,True,True,Andisheh,10.819798284210286
4.2626798770413155,2,True,True,False,West Ferdows Boulevard,11.165743462998455
4.330733340286331,2,True,True,False,East Ferdows Boulevard,11.107475406748813
4.406719247264253,2,True,False,True,Pardis,9.886731449867579
4.189654742026425,1,True,True,False,West Ferdows Boulevard,11.071848671326888
4.330733340286331,2,True,True,True,East Ferdows Boulevard,11.418625774449598
4.672828834461906,2,True,True,False,East Ferdows Boulevard,11.561725152903833
4.7535901911063645,2,True,True,True,East Ferdows Boulevard,11.940375979776043
4.61512051684126,2,True,True,True,Shahr-e-Ziba,11.51293546492023
4.77912349311153,2,True,True,True,East Ferdows Boulevard,11.918397239722838
4.762173934797756,2,True,True,True,East Ferdows Boulevard,12.04355959836804
4.343805421853684,2,True,True,True,Shahr-e-Ziba,11.202784127483124
4.31748811353631,2,True,True,False,East Ferdows Boulevard,11.24723538610811
4.574710978503383,2,True,True,True,Saadat Abad,11.918397239722838
4.477336814478207,2,True,True,True,Pardis,9.944357385912086
3.784189633918261,1,True,True,False,Northern Janatabad,10.896757843893464
5.049856007249537,3,True,True,True,Niavaran,13.250465133695796
3.9889840465642745,1,True,True,True,East Ferdows Boulevard,11.06665398721974
5.081404364984463,3,True,True,True,Farmanieh,13.282213788572035
4.3694478524670215,2,True,True,True,Shahr-e-Ziba,11.225256725762893
5.442417710521793,3,True,True,True,Niavaran,13.645118753853076
4.02535169073515,1,True,True,True,West Ferdows Boulevard,11.029515085530264
4.795790545596741,2,True,True,False,Saadat Abad,12.873904582205107
4.3694478524670215,2,True,True,True,Southern Janatabad,11.695255355062795
4.564348191467836,2,True,True,True,Southern Janatabad,11.895924558112027
5.14166355650266,3,True,True,True,Gheitarieh,13.148682627278259
5.170483995038151,3,True,True,True,Shahrake Gharb,13.538879635983928
4.7535901911063645,3,True,True,True,Punak,11.918397239722838
4.736198448394496,2,True,True,True,Punak,11.872935152465832
4.454347296253507,2,True,True,True,Punak,11.632197791082838
4.948759890378168,3,True,True,True,Saadat Abad,12.716901259291694
4.51085950651685,2,True,True,True,Saadat Abad,12.28611998396222
4.1588830833596715,1,True,False,False,Punak,11.202784127483124
4.330733340286331,2,True,True,True,Central Janatabad,11.583703821529609
4.875197323201151,3,True,True,True,Punak,12.245298166364206
4.5217885770490405,2,True,True,True,Punak,11.623282507173355
